gene	process	chr	gene_function	ENSG
CG5045	Protein Stability & Degradation	NA	serine-type endopeptidase activity ; GO:0004252	NA
CG4701	Protein Stability & Degradation	NA	ATPase activity ; GO:0016887	NA
CG8520	Protein Stability & Degradation	NA	ATP binding ; GO:0005524	NA
Uba1	Protein Stability & Degradation	NA	Atg8 activating enzyme activity ; GO:0019779	NA
CG11035	Protein Stability & Degradation	NA	-	NA
CG11771	Protein Stability & Degradation	NA	metalloendopeptidase activity ; GO:0004222	NA
park	Protein Stability & Degradation	NA	ubiquitin protein ligase activity ; GO:0061630	NA
Mul1	Protein Stability & Degradation	NA	zinc ion binding ; GO:0008270	NA
CG8974	Protein Stability & Degradation	NA	zinc ion binding ; GO:0008270	NA
Lon	Protein Stability & Degradation	NA	serine-type endopeptidase activity ; GO:0004252	NA
Pdk	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) kinase activity ; GO:0004740	NA
T3dh	Pyruvate Metabolism	NA	metal ion binding ; GO:0046872	NA
CG10924	Pyruvate Metabolism	NA	phosphoenolpyruvate carboxykinase (GTP) activity ; GO:0004613	NA
Pepck	Pyruvate Metabolism	NA	phosphoenolpyruvate carboxykinase (GTP) activity ; GO:0004613	NA
Men	Pyruvate Metabolism	NA	malate dehydrogenase (decarboxylating) (NADP+) activity ; GO:0004473	NA
CG4365	Pyruvate Metabolism	NA	hydroxyacylglutathione hydrolase activity ; GO:0004416	NA
CG10639	Pyruvate Metabolism	NA	oxidoreductase activity ; GO:0016491	NA
Pdp	Pyruvate Metabolism	NA	protein serine/threonine phosphatase activity ; GO:0004722	NA
CG3626	Pyruvate Metabolism	NA	oxidoreductase activity ; GO:0016491	NA
AcCoAS	Pyruvate Metabolism	NA	acetate-CoA ligase activity ; GO:0003987	NA
CG32832	Pyruvate Metabolism	NA	molecular_function ; GO:0003674	NA
CG9396	Pyruvate Metabolism	NA	pyruvate transmembrane transporter activity ; GO:0050833	NA
CG9399	Pyruvate Metabolism	NA	pyruvate transmembrane transporter activity ; GO:0050833	NA
Mpc1	Pyruvate Metabolism	NA	pyruvate transmembrane transporter activity ; GO:0050833	NA
CG9629	Pyruvate Metabolism	NA	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor ; GO:0016620	NA
Men-b	Pyruvate Metabolism	NA	malate dehydrogenase (decarboxylating) (NADP+) activity ; GO:0004473	NA
Menl-1	Pyruvate Metabolism	NA	NAD binding ; GO:0051287	NA
CG7848	Pyruvate Metabolism	NA	NAD binding ; GO:0051287	NA
Menl-2	Pyruvate Metabolism	NA	NAD binding ; GO:0051287	NA
CG5261	Pyruvate Metabolism	NA	dihydrolipoyllysine-residue acetyltransferase activity ; GO:0004742	NA
l(1)G0334	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity ; GO:0004739	NA
CG7024	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity ; GO:0004739	NA
CG11876	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity ; GO:0004739	NA
bor	Replication & Transcription	NA	ATP binding ; GO:0005524	NA
CG9272	Replication & Transcription	NA	DNA-(apurinic or apyrimidinic site) lyase activity ; GO:0003906	NA
Top3alpha	Replication & Transcription	NA	DNA topoisomerase type I activity ; GO:0003917	NA
dnk	Replication & Transcription	NA	deoxynucleoside kinase activity ; GO:0019136	NA
CG8298	Replication & Transcription	NA	glycerol kinase activity ; GO:0004370	NA
spn-A	Replication & Transcription	NA	recombinase activity ; GO:0000150	NA
CG14450	Replication & Transcription	NA	-	NA
Top1	Replication & Transcription	NA	DNA topoisomerase type I activity ; GO:0003917	NA
Tengl3	Replication & Transcription	NA	hydrolase activity ; GO:0016787	NA
Tengl1	Replication & Transcription	NA	hydrolase activity ; GO:0016787	NA
Tengl4	Replication & Transcription	NA	hydrolase activity ; GO:0016787	NA
CG12917	Replication & Transcription	NA	hydrolase activity ; GO:0016787	NA
AlkB	Replication & Transcription	NA	oxidoreductase activity ; GO:0016491	NA
EndoG	Replication & Transcription	NA	endodeoxyribonuclease activity ; GO:0004520	NA
mTerf5	Replication & Transcription	NA	double-stranded DNA binding ; GO:0003690	NA
l(2)37Cc	Replication & Transcription	NA	-	NA
tam	Replication & Transcription	NA	DNA-directed DNA polymerase activity ; GO:0003887	NA
mtDNA-helicase	Replication & Transcription	NA	2 iron, 2 sulfur cluster binding ; GO:0051537	NA
CG2990	Replication & Transcription	NA	5'-flap endonuclease activity ; GO:0017108	NA
CG9323	Replication & Transcription	NA	helicase activity ; GO:0004386	NA
CG9791	Replication & Transcription	NA	DNA binding ; GO:0003677	NA
DNA-ligI	Replication & Transcription	NA	DNA ligase (ATP) activity ; GO:0003910	NA
mTTF	Replication & Transcription	NA	DNA binding ; GO:0003677	NA
mtRNApol	Replication & Transcription	NA	DNA-directed RNA polymerase activity ; GO:0003899	NA
Fen1	Replication & Transcription	NA	endonuclease activity ; GO:0004519	NA
DNApol-gamma35	Replication & Transcription	NA	DNA-directed DNA polymerase activity ; GO:0003887	NA
CG4278	Replication & Transcription	NA	molecular_function ; GO:0003674	NA
mtSSB	Replication & Transcription	NA	single-stranded DNA binding ; GO:0003697	NA
mtTFB2	Replication & Transcription	NA	rRNA (adenine-N6,N6-)-dimethyltransferase activity ; GO:0000179	NA
mtTFB1	Replication & Transcription	NA	rRNA (adenine-N6,N6-)-dimethyltransferase activity ; GO:0000179	NA
TFAM	Replication & Transcription	NA	transcription factor activity, sequence-specific DNA binding ; GO:0003700	NA
Apf	ROS Defense	NA	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity ; GO:0004081	NA
Mgstl	ROS Defense	NA	glutathione transferase activity ; GO:0004364	NA
CG33178	ROS Defense	NA	glutathione transferase activity ; GO:0004364	NA
CG7215	ROS Defense	NA	-	NA
CG14777	ROS Defense	NA	-	NA
CG14778	ROS Defense	NA	-	NA
CG2022	ROS Defense	NA	-	NA
Jheh1	ROS Defense	NA	juvenile hormone epoxide hydrolase activity ; GO:0008096	NA
dhd	ROS Defense	NA	disulfide oxidoreductase activity ; GO:0015036	NA
CG14407	ROS Defense	NA	electron carrier activity ; GO:0009055	NA
CG15116	ROS Defense	NA	glutathione peroxidase activity ; GO:0004602	NA
CG33177	ROS Defense	NA	-	NA
SelR	ROS Defense	NA	methionine-R-sulfoxide reductase activity ; GO:0070191	NA
Eip71CD	ROS Defense	NA	peptide-methionine (S)-S-oxide reductase activity ; GO:0008113	NA
CG6878	ROS Defense	NA	-	NA
CG11077	ROS Defense	NA	molecular_function ; GO:0003674	NA
DJ-1alpha	ROS Defense	NA	protein deglycase activity ; GO:0036524	NA
dj-1beta	ROS Defense	NA	protein deglycase activity ; GO:0036524	NA
mtd	ROS Defense	NA	-	NA
Trxr-1	ROS Defense	NA	protein homodimerization activity ; GO:0042803	NA
Trxr-2	ROS Defense	NA	thioredoxin-disulfide reductase activity ; GO:0004791	NA
Jafrac1	ROS Defense	NA	thioredoxin peroxidase activity ; GO:0008379	NA
Sod2	ROS Defense	NA	superoxide dismutase activity ; GO:0004784	NA
Prx5	ROS Defense	NA	thioredoxin peroxidase activity ; GO:0008379	NA
Prx3	ROS Defense	NA	antioxidant activity ; GO:0016209	NA
CG9314	ROS Defense	NA	catalase activity ; GO:0004096	NA
Ogg1	ROS Defense	NA	oxidized purine nucleobase lesion DNA N-glycosylase activity ; GO:0008534	NA
CG8517	ROS Defense	NA	disulfide oxidoreductase activity ; GO:0015036	NA
CG8993	ROS Defense	NA	disulfide oxidoreductase activity ; GO:0015036	NA
CG3719	ROS Defense	NA	disulfide oxidoreductase activity ; GO:0015036	NA
PHGPx	ROS Defense	NA	peroxidase activity ; GO:0004601	NA
CG15035	TCA Cycle	NA	protein serine/threonine phosphatase activity ; GO:0004722	NA
CG12091	TCA Cycle	NA	protein serine/threonine phosphatase activity ; GO:0004722	NA
fig	TCA Cycle	NA	protein serine/threonine phosphatase activity ; GO:0004722	NA
CG3483	TCA Cycle	NA	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ; GO:0016616	NA
CG32026	TCA Cycle	NA	NAD binding ; GO:0051287	NA
CG7430	TCA Cycle	NA	dihydrolipoyl dehydrogenase activity ; GO:0004148	NA
Idh	TCA Cycle	NA	isocitrate dehydrogenase (NADP+) activity ; GO:0004450	NA
CG4706	TCA Cycle	NA	aconitate hydratase activity ; GO:0003994	NA
Acon	TCA Cycle	NA	aconitate hydratase activity ; GO:0003994	NA
skap	TCA Cycle	NA	succinate-CoA ligase (ADP-forming) activity ; GO:0004775	NA
Sucb	TCA Cycle	NA	succinate-CoA ligase (GDP-forming) activity ; GO:0004776	NA
Scsalpha	TCA Cycle	NA	succinate-CoA ligase (GDP-forming) activity ; GO:0004776	NA
CG6255	TCA Cycle	NA	catalytic activity ; GO:0003824	NA
kdn	TCA Cycle	NA	citrate (Si)-synthase activity ; GO:0004108	NA
CG14740	TCA Cycle	NA	citrate (Si)-synthase activity ; GO:0004108	NA
CG5214	TCA Cycle	NA	dihydrolipoyllysine-residue succinyltransferase activity ; GO:0004149	NA
l(1)G0255	TCA Cycle	NA	fumarate hydratase activity ; GO:0004333	NA
CG4095	TCA Cycle	NA	fumarate hydratase activity ; GO:0004333	NA
CG6140	TCA Cycle	NA	fumarate hydratase activity ; GO:0004333	NA
CG31874	TCA Cycle	NA	fumarate hydratase activity ; GO:0004333	NA
l(1)G0156	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity ; GO:0004449	NA
CG6439	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity ; GO:0004449	NA
CG5028	TCA Cycle	NA	isocitrate dehydrogenase (NAD+) activity ; GO:0004449	NA
Mdh1	TCA Cycle	NA	L-malate dehydrogenase activity ; GO:0030060	NA
CG10748	TCA Cycle	NA	L-malate dehydrogenase activity ; GO:0030060	NA
CG10749	TCA Cycle	NA	L-malate dehydrogenase activity ; GO:0030060	NA
Mdh2	TCA Cycle	NA	malate dehydrogenase activity ; GO:0016615	NA
Nc73EF	TCA Cycle	NA	oxoglutarate dehydrogenase (succinyl-transferring) activity ; GO:0004591	NA
CG33791	TCA Cycle	NA	oxoglutarate dehydrogenase (succinyl-transferring) activity ; GO:0004591	NA
UK114	Translation	NA	-	NA
CG5190	Translation	NA	molecular_function ; GO:0003674	NA
CG7172	Translation	NA	-	NA
CG14231	Translation	NA	metalloendopeptidase activity ; GO:0004222	NA
CG7441	Translation	NA	tryptophan-tRNA ligase activity ; GO:0004830	NA
CG10914	Translation	NA	GTP binding ; GO:0005525	NA
CG17141	Translation	NA	GTP binding ; GO:0005525	NA
RluA-1	Translation	NA	pseudouridine synthase activity ; GO:0009982	NA
CG18528	Translation	NA	GTP binding ; GO:0005525	NA
CG3021	Translation	NA	sulfurtransferase activity ; GO:0016783	NA
CG32281	Translation	NA	tRNA (guanine-N1-)-methyltransferase activity ; GO:0009019	NA
CG9531	Translation	NA	nucleic acid binding ; GO:0003676	NA
CG31244	Translation	NA	protein phosphatase 1 binding ; GO:0008157	NA
CG10214	Translation	NA	oligonucleotidase activity ; GO:0008946	NA
CG8078	Translation	NA	tRNA binding ; GO:0000049	NA
cu	Translation	NA	-	NA
CG15881	Translation	NA	-	NA
CG31759	Translation	NA	-	NA
CG4957	Translation	NA	molecular_function ; GO:0003674	NA
CG15916	Translation	NA	-	NA
CG42497	Translation	NA	molecular_function ; GO:0003674	NA
CG13390	Translation	NA	GTP binding ; GO:0005525	NA
CG10628	Translation	NA	molecular_function ; GO:0003674	NA
CG12375	Translation	NA	molecular_function ; GO:0003674	NA
Nurf-38	Translation	NA	inorganic diphosphatase activity ; GO:0004427	NA
CG14618	Translation	NA	methyltransferase activity ; GO:0008168	NA
CG11679	Translation	NA	molecular_function ; GO:0003674	NA
CG12355	Translation	NA	molecular_function ; GO:0003674	NA
CG12788	Translation	NA	molecular_function ; GO:0003674	NA
CG34010	Translation	NA	molecular_function ; GO:0003674	NA
CG34140	Translation	NA	molecular_function ; GO:0003674	NA
CG8021	Translation	NA	mRNA binding ; GO:0003729	NA
CG33714	Translation	NA	mRNA binding ; GO:0003729	NA
CG17681	Translation	NA	N-acetyltransferase activity ; GO:0008080	NA
CG5783	Translation	NA	N-acetyltransferase activity ; GO:0008080	NA
CG11858	Translation	NA	isomerase activity ; GO:0016853	NA
CG2100	Translation	NA	nucleotidyltransferase activity ; GO:0016779	NA
CG4159	Translation	NA	pseudouridine synthase activity ; GO:0009982	NA
Tgt	Translation	NA	queuine tRNA-ribosyltransferase activity ; GO:0008479	NA
CG5377	Translation	NA	-	NA
scu	Translation	NA	7-beta-hydroxysteroid dehydrogenase (NADP+) activity ; GO:0047022	NA
Slimp	Translation	NA	ATP binding ; GO:0005524	NA
CG1582	Translation	NA	helicase activity ; GO:0004386	NA
CG13126	Translation	NA	methyltransferase activity ; GO:0008168	NA
Dbp21E2	Translation	NA	helicase activity ; GO:0004386	NA
CG4611	Translation	NA	poly(A) RNA binding ; GO:0044822	NA
CG4749	Translation	NA	methyltransferase activity ; GO:0008168	NA
CG14786	Translation	NA	protein binding ; GO:0005515	NA
CG2124	Translation	NA	poly(A) RNA binding ; GO:0044822	NA
CG4447	Translation	NA	-	NA
CG14817	Translation	NA	-	NA
CG5906	Translation	NA	-	NA
CG1662	Translation	NA	-	NA
CG11418	Translation	NA	poly(A) RNA binding ; GO:0044822	NA
CG33649	Translation	NA	-	NA
CG15390	Translation	NA	double-stranded DNA binding ; GO:0003690	NA
mTerf3	Translation	NA	double-stranded DNA binding ; GO:0003690	NA
CG15896	Translation	NA	molecular_function ; GO:0003674	NA
CG32263	Translation	NA	-	NA
CG11337	Translation	NA	3'-5'-exoribonuclease activity ; GO:0000175	NA
CG5414	Translation	NA	isoleucine-tRNA ligase activity ; GO:0004822	NA
CG5660	Translation	NA	valine-tRNA ligase activity ; GO:0004832	NA
CG17327	Translation	NA	aminoacyl-tRNA hydrolase activity ; GO:0004045	NA
CG1307	Translation	NA	aminoacyl-tRNA hydrolase activity ; GO:0004045	NA
CG10092	Translation	NA	arginine-tRNA ligase activity ; GO:0004814	NA
CG6796	Translation	NA	asparagine-tRNA ligase activity ; GO:0004816	NA
CG31739	Translation	NA	aspartate-tRNA ligase activity ; GO:0004815	NA
Rm62	Translation	NA	protein binding ; GO:0005515	NA
CG8257	Translation	NA	cysteine-tRNA ligase activity ; GO:0004817	NA
CG4573	Translation	NA	glutamate-tRNA ligase activity ; GO:0004818	NA
CG31381	Translation	NA	metal ion binding ; GO:0046872	NA
mRpL12	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
JhI-1	Translation	NA	endoribonuclease activity, producing 5'-phosphomonoesters ; GO:0016891	NA
CG4610	Translation	NA	flavin adenine dinucleotide binding ; GO:0050660	NA
CG5463	Translation	NA	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity ; GO:0050567	NA
CG7488	Translation	NA	GTP binding ; GO:0005525	NA
CG12736	Translation	NA	translation elongation factor activity ; GO:0003746	NA
waw	Translation	NA	GTPase activity ; GO:0003924	NA
CG12413	Translation	NA	translation initiation factor activity ; GO:0003743	NA
mRpL46	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
CG1750	Translation	NA	methionyl-tRNA formyltransferase activity ; GO:0004479	NA
CG4679	Translation	NA	ribosomal small subunit binding ; GO:0043024	NA
CG32262	Translation	NA	molecular_function ; GO:0003674	NA
CG12848	Translation	NA	molecular_function ; GO:0003674	NA
CG14100	Translation	NA	RNA binding ; GO:0003723	NA
mRpL55	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
Rpp20	Translation	NA	protein binding ; GO:0005515	NA
mRpL23	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL39	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL38	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL44	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS7	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL21	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL1	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS5	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
CG11447	Translation	NA	methyltransferase activity ; GO:0008168	NA
mRpL16	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS6	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL20	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
CG4882	Translation	NA	-	NA
mRpL14	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
tko	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL30	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS25	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL3	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS30	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL22	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL10	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL48	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS2	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL24	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL28	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL51	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL13	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS18B	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL52	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL42	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL18	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS16	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL41	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS28	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL54	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS29	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
bonsai	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL43	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS17	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL17	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS35	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL50	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL2	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS31	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS34	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS26	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL15	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS9	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL19	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL47	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL37	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL40	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL11	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS10	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL9	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS33	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS11	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL35	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL45	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS24	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS22	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS18C	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL32	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL4	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL33	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL36	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS14	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS21	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL27	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS23	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpS18A	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL53	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL34	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
mRpL49	Translation	NA	structural constituent of ribosome ; GO:0003735	NA
CG6412	Translation	NA	translation elongation factor activity ; GO:0003746	NA
CG13163	Translation	NA	translation factor activity, RNA binding ; GO:0008135	NA
CG6094	Translation	NA	translation release factor activity, codon nonspecific ; GO:0016150	NA
CG5705	Translation	NA	translation release factor activity, codon specific ; GO:0016149	NA
bsf	Translation	NA	mRNA 3'-UTR binding ; GO:0003730	NA
CG43672	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
pix	Transmembrane Transport	NA	ribosomal small subunit binding ; GO:0043024	NA
CG1494	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
CG1718	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
CG1801	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
CG11147	Transmembrane Transport	NA	ATPase activity ; GO:0016887	NA
CG6052	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
CG31121	Transmembrane Transport	NA	ATPase activity ; GO:0016887	NA
CG33970	Transmembrane Transport	NA	ATPase activity ; GO:0016887	NA
CG9990	Transmembrane Transport	NA	ATPase activity ; GO:0016887	NA
CG34120	Transmembrane Transport	NA	transporter activity ; GO:0005215	NA
CG2453	Ubiquinone Biosynthesis	NA	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity ; GO:0043334	NA
CG7277	Ubiquinone Biosynthesis	NA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen ; GO:0016709	NA
CG32174	Ubiquinone Biosynthesis	NA	molecular_function ; GO:0003674	NA
CG10585	Ubiquinone Biosynthesis	NA	-	NA
qless	Ubiquinone Biosynthesis	NA	-	NA
CG9249	Ubiquinone Biosynthesis	NA	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity ; GO:0008425	NA
Coq2	Ubiquinone Biosynthesis	NA	DNA-directed RNA polymerase activity ; GO:0003899	NA
COQ7	Ubiquinone Biosynthesis	NA	-	NA
CG30493	Ubiquinone Biosynthesis	NA	-	NA
CG7616	Unknown	NA	-	NA
CAHbeta	Unknown	NA	carbonate dehydratase activity ; GO:0004089	NA
Dpck	Unknown	NA	dephospho-CoA kinase activity ; GO:0004140	NA
CG5500	Unknown	NA	-	NA
CG16787	Unknown	NA	-	NA
CG14613	Unknown	NA	-	NA
CG13392	Unknown	NA	molecular_function ; GO:0003674	NA
CG1532	Unknown	NA	-	NA
CG12935	Unknown	NA	-	NA
CG14717	Unknown	NA	carboxylic ester hydrolase activity ; GO:0052689	NA
c12.2	Unknown	NA	ATP binding ; GO:0005524	NA
CG2059	Unknown	NA	carboxylic ester hydrolase activity ; GO:0052689	NA
CG10877	Unknown	NA	catalytic activity ; GO:0003824	NA
CG6028	Unknown	NA	catalytic activity ; GO:0003824	NA
dj	Unknown	NA	-	NA
CG15912	Unknown	NA	hydrolase activity ; GO:0016787	NA
CG11095	Unknown	NA	hydrolase activity ; GO:0016787	NA
Reg-2	Unknown	NA	hydrolase activity ; GO:0016787	NA
asrij	Unknown	NA	molecular_function ; GO:0003674	NA
CG6012	Unknown	NA	-	NA
CG5590	Unknown	NA	-	NA
papi	Unknown	NA	RNA binding ; GO:0003723	NA
CG4884	Unknown	NA	RNA binding ; GO:0003723	NA
CG13284	Unknown	NA	-	NA
CG31809	Unknown	NA	-	NA
CG31810	Unknown	NA	-	NA
